id,ads,name,cena,cena_d,ilosc_z,link,quot
29,NO_ADS,"Końcówka prądowa MIG MAG MB 25/36 0,8 uchwyt, 2,09 zł","2,09 zł aktualna cena","8,79 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-mig-mag-mb-25-36-0-8-uchwyt-12061191678,71
30,NO_ADS,"DYSZA GAZOWA ŁUSKA DO UCHWYTU MIG MAG MB15, 5,30 zł","5,30 zł aktualna cena","14,29 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-luska-do-uchwytu-mig-mag-mb15-12051242172,71
31,ADS,"Przecinarka plazmowa PLAZMA zestaw części CB 50, 79,00 zł","79,00 zł aktualna cena","87,49 zł z dostawą",2 osoby kupiły,https://allegro.pl/events/clicks?emission_unit_id=15145861-7a64-4e31-afc2-c7198a9f3772&emission_id=313b20e0-38ed-4c27-88dc-4d3d048053d0&type=OFFER&ts=1651946207913&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fprzecinarka-plazmowa-plazma-zestaw-czesci-cb-50-8702212707%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYmM3ODJkYWYtNjZhNy00MTllLTlmNmItMGI1NTNmZTIyN2JhAA%26bi_t%3Dape&placement=listing:desktop:category&sig=d052b24a1d5b8dd9aa1b5a0f20345029,71
32,NO_ADS,"PORCELANKA nr 8 uchwyt tig DYSZA GAZOWA ceramiczna, 1,90 zł","1,90 zł aktualna cena","8,20 zł z dostawą",1 osoba kupiła,https://allegro.pl/oferta/porcelanka-nr-8-uchwyt-tig-dysza-gazowa-ceramiczna-11976158655,71
33,NO_ADS,"PORCELANKA nr 7 uchwyt tig DYSZA GAZOWA ceramiczna, 1,90 zł","1,90 zł aktualna cena","8,20 zł z dostawą",1 osoba kupiła,https://allegro.pl/oferta/porcelanka-nr-7-uchwyt-tig-dysza-gazowa-ceramiczna-11976154048,71
34,NO_ADS,"TULEJKA ZACISKOWA TIG 9 20 25 L=25 1,6 mm 13N22, 1,00 zł","1,00 zł aktualna cena","9,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/tulejka-zaciskowa-tig-9-20-25-l-25-1-6-mm-13n22-11916273924,71
35,NO_ADS,"Dysza porcelanka do soczewki TIG SR-26 SR-17 *12, 2,50 zł","2,50 zł aktualna cena","8,80 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-porcelanka-do-soczewki-tig-sr-26-sr-17-12-11859960113,71
36,NO_ADS,"Dysza gazowa Kemppi MT18 25 MMG18 MMG20 MMG22 zami, 7,00 zł","7,00 zł aktualna cena","13,30 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-kemppi-mt18-25-mmg18-mmg20-mmg22-zami-11838263947,71
37,NO_ADS,"Końcówka prądowa M8x30x1,2mm (20 szt.) MB-501, 38,99 zł","38,99 zł aktualna cena","47,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-m8x30x1-2mm-20-szt-mb-501-11816920638,71
38,NO_ADS,"Końcówka prądowa dysza uchwyt ⌀1,0mm MB-36 M8x30mm, 1,99 zł","1,99 zł aktualna cena","10,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-dysza-uchwyt-1-0mm-mb-36-m8x30mm-11816819287,71
39,ADS,"MIGOMAT części MIG uchwyt MB 25 Końcówka 0,8mm, 21,00 zł","21,00 zł aktualna cena","29,49 zł z dostawą",2 osoby kupiły,https://allegro.pl/events/clicks?emission_unit_id=e2f9a5bc-d693-48d5-a9d3-fd5d24de0131&emission_id=313b20e0-38ed-4c27-88dc-4d3d048053d0&type=OFFER&ts=1651946207913&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmigomat-czesci-mig-uchwyt-mb-25-koncowka-0-8mm-9918656468%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DZWNlOTNjN2MtZmYzYS00YzcyLTg0MjAtNjhjMzkyZDRjZDI0AA%26bi_t%3Dape&placement=listing:desktop:category&sig=e9e9e2bb50bf0457d3a52b7484d47b75,71
40,NO_ADS,"Dysza PYREX szklana krótka S 19,5x25 9/20 2P7GS, 10,90 zł","10,90 zł aktualna cena","19,89 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-pyrex-szklana-krotka-s-19-5x25-9-20-2p7gs-11757802625,71
41,NO_ADS,"DYSZA CERAMICZNA TIG 17 18 26 SOCZEWKA 4L, 54N18L, 3,61 zł","3,61 zł aktualna cena","12,60 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-17-18-26-soczewka-4l-54n18l-11744228461,71
42,NO_ADS,"DYSZA CERAMICZNA TIG 9 20 25 SOCZEWKA 6XL, 53N60XL, 1,80 zł","1,80 zł aktualna cena","10,79 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-9-20-25-soczewka-6xl-53n60xl-11743981188,71
43,NO_ADS,"Części do uchwytu P 80 plazma przecinarka P-80, 168,50 zł","168,50 zł aktualna cena","176,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/czesci-do-uchwytu-p-80-plazma-przecinarka-p-80-11722234432,71
44,NO_ADS,"Dysza ceramiczna TIG NR 8 10N46 SR-17/18/26, 1,65 zł","1,65 zł aktualna cena","10,64 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-nr-8-10n46-sr-17-18-26-11685119508,71
45,NO_ADS,"ŁĄCZNIK PRĄDOWY TIG 9 20 25, 2,4 mm 13N28, 1,62 zł","1,62 zł aktualna cena","10,61 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/lacznik-pradowy-tig-9-20-25-2-4-mm-13n28-11637944074,71
46,NO_ADS,"Zestaw 17 el. PT-31 PT31 XL Dysze Elektrody CUT40, 14,99 zł","14,99 zł aktualna cena","23,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/zestaw-17-el-pt-31-pt31-xl-dysze-elektrody-cut40-11563226562,71
47,ADS,"Przecinarka plazmowa zestaw części PLAZMA LT-50, 157,50 zł","157,50 zł aktualna cena","165,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/events/clicks?emission_unit_id=757c7d44-1e2b-4011-bf98-2fd914744f12&emission_id=313b20e0-38ed-4c27-88dc-4d3d048053d0&type=OFFER&ts=1651946207913&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fprzecinarka-plazmowa-zestaw-czesci-plazma-lt-50-8702316269%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYmM3ODJkYWYtNjZhNy00MTllLTlmNmItMGI1NTNmZTIyN2JhAA%26bi_t%3Dape&placement=listing:desktop:category&sig=3d62817349aedec0b7f388f97c4fb6bf,71
48,NO_ADS,"20 szt. PT-31 elektroda krótka CUT40 PT31 CUT40B, 21,99 zł","21,99 zł aktualna cena","30,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/20-szt-pt-31-elektroda-krotka-cut40-pt31-cut40b-11563213123,71
49,NO_ADS,"20 szt. PT-31 dysza 1.0mm krótka CUT40 PT31 CUT40B, 14,99 zł","14,99 zł aktualna cena","23,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/20-szt-pt-31-dysza-1-0mm-krotka-cut40-pt31-cut40b-11563204790,71
50,NO_ADS,"KRÓCIEC WYLOTOWY KOŃCÓWKA NA WĄŻ ACETYLEN/PB 9 mm, 3,75 zł","3,75 zł aktualna cena","12,74 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/krociec-wylotowy-koncowka-na-waz-acetylen-pb-9-mm-11496483770,71
51,NO_ADS,"DYSZA GAZOWA ŁUSKA MIG MAG MB 25 SZEROKA, 8,18 zł","8,18 zł aktualna cena","17,17 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-luska-mig-mag-mb-25-szeroka-11487637880,71
52,NO_ADS,"DYSZA GAZOWA ŁUSKA MIG MAG MB 14 15 SZEROKA, 5,85 zł","5,85 zł aktualna cena","14,84 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-luska-mig-mag-mb-14-15-szeroka-11487575882,71
53,NO_ADS,"DYSZA GAZOWA ŁUSKA MIG MAG MB 25 STANDARD, 6,47 zł","6,47 zł aktualna cena","15,46 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-luska-mig-mag-mb-25-standard-11484125050,71
54,NO_ADS,"DYSZA GAZOWA ŁUSKA MIG MAG MB 26 401 501 - 10 szt., 116,89 zł","116,89 zł aktualna cena","125,88 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-luska-mig-mag-mb-26-401-501-10-szt-11448202305,71
55,ADS,"Końcówka prądowa MIG/MAG M6x28mm 1,0, 1,24 zł","1,24 zł aktualna cena","10,21 zł z dostawą",3 osoby kupiły,https://allegro.pl/events/clicks?emission_unit_id=dcf5fbf4-0c3d-45fc-8440-8675170eb851&emission_id=313b20e0-38ed-4c27-88dc-4d3d048053d0&type=OFFER&ts=1651946207913&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fkoncowka-pradowa-mig-mag-m6x28mm-1-0-9138250554%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DMjNlNDFmNGQtMGQzNS00MWJkLTk1N2MtMTQyNWNjMmYxZmI4AA%26bi_t%3Dape&placement=listing:desktop:category&sig=c8b20169ecc368bae5a6824ae4d02e75,71
56,NO_ADS,"Vogelmann Przybornik MIG TIG Plasma Organizer, 19,99 zł","19,99 zł aktualna cena","28,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/vogelmann-przybornik-mig-tig-plasma-organizer-11425053944,71
57,NO_ADS,"DYSZA ŁUSKA GAZOWA MB25 BINZEL 145.0076 STANDARD, 14,99 zł","14,99 zł aktualna cena","22,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-luska-gazowa-mb25-binzel-145-0076-standard-11368194882,71
58,NO_ADS,"Końcówka prądowa do stali 0,8mm MB15, 1,20 zł","1,20 zł aktualna cena","10,19 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-do-stali-0-8mm-mb15-11357237561,71
59,NO_ADS,"Dysza gazowa stożkowa MB25AK, 10,00 zł","10,00 zł aktualna cena","18,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-stozkowa-mb25ak-11347389506,71
60,NO_ADS,"Końcówka prądowa do migomatu MB-15 M6 dysza TW-15, 2,00 zł","2,00 zł aktualna cena","10,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-do-migomatu-mb-15-m6-dysza-tw-15-11153287943,71
61,NO_ADS,"Zestaw części MB15 TW15 dysze łuski MIGOTMAT, 21,39 zł","21,39 zł aktualna cena","29,38 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/zestaw-czesci-mb15-tw15-dysze-luski-migotmat-10813406550,71
62,NO_ADS,"PALNIK FAJKA DO UCHWYTU MIG MAG MB 15, 16,08 zł","16,08 zł aktualna cena","25,07 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/palnik-fajka-do-uchwytu-mig-mag-mb-15-10747812015,71
63,ADS,"Przecinarka plazmowa PLAZMA zestaw części A-81 MAX, 157,00 zł","157,00 zł aktualna cena","165,49 zł z dostawą",,https://allegro.pl/events/clicks?emission_unit_id=5bb0a1db-d405-4a23-a63b-9040e3890f60&emission_id=313b20e0-38ed-4c27-88dc-4d3d048053d0&type=OFFER&ts=1651946207913&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fprzecinarka-plazmowa-plazma-zestaw-czesci-a-81-max-8702000633%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYmM3ODJkYWYtNjZhNy00MTllLTlmNmItMGI1NTNmZTIyN2JhAA%26bi_t%3Dape&placement=listing:desktop:category&sig=99ac024b6bd870b4a41fdf54570a7aea,71
64,NO_ADS,"Końcówka prądowa BINZEL M8/0,8mm E-Cu 140,0114, 3,21 zł","3,21 zł aktualna cena","10,20 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-binzel-m8-0-8mm-e-cu-140-0114-10732214445,71
65,NO_ADS,"KOŃCÓWKA PRĄDOWA MIG MB 25 M6, dł 28 mm, fi 0,8 mm, 1,26 zł","1,26 zł aktualna cena","10,25 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-mig-mb-25-m6-dl-28-mm-fi-0-8-mm-10723738788,71
66,NO_ADS,"KOŃCÓWKA PRĄDOWA MIG MB 14 M6, dł 25 mm, fi 1,0 mm, 1,00 zł","1,00 zł aktualna cena","9,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-mig-mb-14-m6-dl-25-mm-fi-1-0-mm-10722240162,71
67,NO_ADS,"DYSZA GAZOWA MIG MAG MB 14 STANDARD, 4,44 zł","4,44 zł aktualna cena","13,43 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-mig-mag-mb-14-standard-10722157106,71
68,ADS,"Przecinarka plazmowa PLAZMA zestaw części LT-101, 194,00 zł","194,00 zł aktualna cena","202,49 zł z dostawą",4 osoby kupiły,https://allegro.pl/events/clicks?emission_unit_id=d646733f-8a44-4051-9848-02b082a2dcd1&emission_id=313b20e0-38ed-4c27-88dc-4d3d048053d0&type=OFFER&ts=1651946207913&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fprzecinarka-plazmowa-plazma-zestaw-czesci-lt-101-8816473108%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYmM3ODJkYWYtNjZhNy00MTllLTlmNmItMGI1NTNmZTIyN2JhAA%26bi_t%3Dape&placement=listing:desktop:category&sig=7c0ed62a8acbd42851d42b3cdfaf06cc,71
69,ADS,"Końcówka prądowa MIG/MAG M6x28mm 0,8, 1,39 zł","1,39 zł aktualna cena","10,36 zł z dostawą",3 osoby kupiły,https://allegro.pl/events/clicks?emission_unit_id=964ad4c0-dabd-4a8a-9510-35c2f5ef1978&emission_id=313b20e0-38ed-4c27-88dc-4d3d048053d0&type=OFFER&ts=1651946207913&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fkoncowka-pradowa-mig-mag-m6x28mm-0-8-9138253596%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DMjNlNDFmNGQtMGQzNS00MWJkLTk1N2MtMTQyNWNjMmYxZmI4AA%26bi_t%3Dape&placement=listing:desktop:category&sig=9054b9dcf83a459f26a3e85719087d30,71
0,NO_ADS,"Dysza ceramiczna TIG NR 12 54N19 SR-18/26 soczewka, 2,50 zł","2,50 zł aktualna cena","11,49 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-nr-12-54n19-sr-18-26-soczewka-10633266770,71
1,NO_ADS,"Dysza ceramiczna TIG NR 7 54N15 SR-18/26 soczewka, 2,60 zł","2,60 zł aktualna cena","11,59 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-nr-7-54n15-sr-18-26-soczewka-10633217839,71
2,NO_ADS,"Dysza ceramiczna TIG NR 7 53N61 SR-9/20 soczewka, 1,80 zł","1,80 zł aktualna cena","10,79 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-nr-7-53n61-sr-9-20-soczewka-10632680245,71
3,NO_ADS,"Dysza ceramiczna TIG NR 4 13N08 SR-9/20, 1,50 zł","1,50 zł aktualna cena","10,49 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-nr-4-13n08-sr-9-20-10632386336,71
4,NO_ADS,"DYSZA CERAMICZNA GAZOWA TIG 17/18/26 NR 10 10N45, 2,10 zł","2,10 zł aktualna cena","11,09 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-gazowa-tig-17-18-26-nr-10-10n45-10632261219,71
5,NO_ADS,"Dysza ceramiczna TIG NR 5L 10N49L SR-17/18/26, 2,00 zł","2,00 zł aktualna cena","10,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-ceramiczna-tig-nr-5l-10n49l-sr-17-18-26-10629656571,71
6,NO_ADS,"SPARTUS Dysza gazowa M.STOŻKOWA MB24 10mm MIGMAG, 8,65 zł","8,65 zł aktualna cena","17,64 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/spartus-dysza-gazowa-m-stozkowa-mb24-10mm-migmag-10508068861,71
7,ADS,"PRZECINARKA PLAZMOWA DYSZE PT 31 PLAZMA CUT 60 80, 179,00 zł","179,00 zł aktualna cena",darmowa dostawa,kupon na 500 zł1 osoba kupiła,https://allegro.pl/events/clicks?emission_unit_id=85ec28a3-a82e-4d25-9a5d-aa06a0c75d23&emission_id=38c5a314-f49e-463a-93e0-319501c894c0&type=OFFER&ts=1651946211459&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fprzecinarka-plazmowa-dysze-pt-31-plazma-cut-60-80-7371063101%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DZTE4ODVkY2ItN2I3ZS00OWUyLWFhMDgtYjhjZTI1MDAwYjMzAA%26bi_t%3Dape&placement=listing:desktop:category&sig=209b5d65e0ccade15ab1de34a305a06e,71
8,NO_ADS,"DYSZA PLAZMY ERGOCUT S45 0,9 PRZECINARKA TRAFIMET, 4,47 zł","4,47 zł aktualna cena","13,46 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-plazmy-ergocut-s45-0-9-przecinarka-trafimet-10482814987,71
9,NO_ADS,"Dysza plazmy 1,2 A81 LT81 przecinarka plazmowa, 4,09 zł","4,09 zł aktualna cena","13,08 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-plazmy-1-2-a81-lt81-przecinarka-plazmowa-10482651137,71
10,NO_ADS,"Końcówka prądowa Aluminium M6x25 ⌀1,0mm MB-15 VM, 1,29 zł","1,29 zł aktualna cena",darmowa dostawa,2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-aluminium-m6x25-1-0mm-mb-15-vm-10429710237,71
11,NO_ADS,"Końcówka prądowa Aluminium M6x25 ⌀1,2mm MB-15 VM, 1,29 zł","1,29 zł aktualna cena",darmowa dostawa,2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-aluminium-m6x25-1-2mm-mb-15-vm-10429710177,71
12,NO_ADS,"Dysza gazowa MB 25 łuska migomat mig, 5,99 zł","5,99 zł aktualna cena","13,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-mb-25-luska-migomat-mig-10232659858,71
13,NO_ADS,"Końcówka prądowa dysza M6x28x1,0mm (20 szt.) MB-25, 25,99 zł","25,99 zł aktualna cena","34,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-dysza-m6x28x1-0mm-20-szt-mb-25-10170206082,71
14,NO_ADS,"Końcówka Aluminium M6x28x1,0mm (20 szt.) MB-25, 25,99 zł","25,99 zł aktualna cena","34,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-aluminium-m6x28x1-0mm-20-szt-mb-25-10166271550,71
15,ADS,"ZESTAW części plazma P 80 przecinarka plazmowa, 128,50 zł","128,50 zł aktualna cena","136,99 zł z dostawą",1 osoba kupiła,https://allegro.pl/events/clicks?emission_unit_id=49694871-40b3-4a6a-9b83-305db5d3c69b&emission_id=38c5a314-f49e-463a-93e0-319501c894c0&type=OFFER&ts=1651946211459&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fzestaw-czesci-plazma-p-80-przecinarka-plazmowa-11722213210%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYmM3ODJkYWYtNjZhNy00MTllLTlmNmItMGI1NTNmZTIyN2JhAA%26bi_t%3Dape&placement=listing:desktop:category&sig=38ec99433344ca3a23353c52a23f9ded,71
16,NO_ADS,"Końcówka prądowa dysza uchwyt ⌀0,8mm MB-25 M6x28mm, 1,79 zł","1,79 zł aktualna cena","10,78 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-dysza-uchwyt-0-8mm-mb-25-m6x28mm-10166072075,71
17,NO_ADS,"VM Dysza łuska gazowa uchwytu MB-25 (10 sztuk), 58,99 zł","58,99 zł aktualna cena","67,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/vm-dysza-luska-gazowa-uchwytu-mb-25-10-sztuk-10165679805,71
18,NO_ADS,"VM Końcówka dysza MIG M6x28mm ⌀1,0mm MB-24, 1,79 zł","1,79 zł aktualna cena","10,78 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/vm-koncowka-dysza-mig-m6x28mm-1-0mm-mb-24-10158463538,71
19,NO_ADS,"VM Końcówka dysza MIG M6x28mm ⌀0,8mm MB-24, 1,79 zł","1,79 zł aktualna cena","10,78 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/vm-koncowka-dysza-mig-m6x28mm-0-8mm-mb-24-10158431017,71
20,NO_ADS,"Skrobak do dysz MIG MAG, 10,00 zł","10,00 zł aktualna cena","18,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/skrobak-do-dysz-mig-mag-10121761192,71
21,NO_ADS,"Końcówka prądowa dysza M6x25x1,0mm (20 szt.) MB-15, 16,99 zł","16,99 zł aktualna cena","25,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-dysza-m6x25x1-0mm-20-szt-mb-15-10118069811,71
22,NO_ADS,"Końcówka prądowa M6x25x0,8mm (20 szt.) ALUMINIUM, 16,99 zł","16,99 zł aktualna cena","25,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-m6x25x0-8mm-20-szt-aluminium-10118069751,71
23,ADS,"Dysza ceramiczna TIG 10N49 SR17/18/26 nr 5, 1,49 zł","1,49 zł aktualna cena","10,46 zł z dostawą",5 osób kupiło,https://allegro.pl/events/clicks?emission_unit_id=350453cd-fe1a-4684-921b-7c40af9bc9ab&emission_id=38c5a314-f49e-463a-93e0-319501c894c0&type=OFFER&ts=1651946211460&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fdysza-ceramiczna-tig-10n49-sr17-18-26-nr-5-9128270596%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DMjNlNDFmNGQtMGQzNS00MWJkLTk1N2MtMTQyNWNjMmYxZmI4AA%26bi_t%3Dape&placement=listing:desktop:category&sig=a754fd79bb80262c608f58e1ea8cb629,71
24,NO_ADS,"Końcówka prądowa M6x25x1,2mm (20 szt.) ALUMINIUM, 16,99 zł","16,99 zł aktualna cena","25,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-m6x25x1-2mm-20-szt-aluminium-10118069698,71
25,NO_ADS,"Końcówka prądowa Aluminium M6x25 ⌀0,8mm MB-15 VM, 1,29 zł","1,29 zł aktualna cena","10,28 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-aluminium-m6x25-0-8mm-mb-15-vm-10118063676,71
26,NO_ADS,"Końcówka prądowa dysza M6x25x0,6mm (20 szt.) MB-15, 16,99 zł","16,99 zł aktualna cena","25,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-dysza-m6x25x0-6mm-20-szt-mb-15-10118063594,71
27,NO_ADS,"20 szt. Końcówka MB-15 MIG M6x25⌀0,8 ALUMINIUM, 15,99 zł","15,99 zł aktualna cena","24,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/20-szt-koncowka-mb-15-mig-m6x25-0-8-aluminium-10114175910,71
28,NO_ADS,"20 szt. Końcówka MB-15 M6x25 dysza MIG 0,6mm, 15,99 zł","15,99 zł aktualna cena","24,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/20-szt-koncowka-mb-15-m6x25-dysza-mig-0-6mm-10114120439,71
29,NO_ADS,"Końcówka prądowa MIG MB15 MB14 1,0mm M6x25 -50szt, 73,00 zł","73,00 zł aktualna cena","81,00 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-mig-mb15-mb14-1-0mm-m6x25-50szt-10100131868,71
30,NO_ADS,"Łącznik prądowy końcówki M6 MB 15 ze sprężyną 5szt, 12,99 zł","12,99 zł aktualna cena","20,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/lacznik-pradowy-koncowki-m6-mb-15-ze-sprezyna-5szt-10099899024,71
31,ADS,"Końcówka prądowa MIG MAG MB 25/36 1,2 uchwyt, 1,99 zł","1,99 zł aktualna cena","8,69 zł z dostawą",1 osoba kupiła,https://allegro.pl/events/clicks?emission_unit_id=dc40c863-222f-42a5-91a1-1230f5e6b0c0&emission_id=38c5a314-f49e-463a-93e0-319501c894c0&type=OFFER&ts=1651946211460&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fkoncowka-pradowa-mig-mag-mb-25-36-1-2-uchwyt-12061226011%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DZmQ0Njg5MTItNjFhNS00NTZlLTg3YzUtMDdiOTNhZDM1NGMzAA%26bi_t%3Dape&placement=listing:desktop:category&sig=f95408161ded3ca16a472b3c67f1868d,71
32,NO_ADS,"Dysza gazowa stożkowa łuska uchwytu MIG/MAG MB 24, 10,00 zł","10,00 zł aktualna cena","16,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-gazowa-stozkowa-luska-uchwytu-mig-mag-mb-24-10034711134,71
33,NO_ADS,"Końcówka prądowa fi 1.2 MB-15 M6x25 10szt. ALU, 12,00 zł","12,00 zł aktualna cena","18,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-fi-1-2-mb-15-m6x25-10szt-alu-10034426241,71
34,NO_ADS,"Końcówka prądowa fi 1.0 MB-15 M6x25 10szt. ALU, 12,00 zł","12,00 zł aktualna cena","18,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-fi-1-0-mb-15-m6x25-10szt-alu-10034417061,71
35,NO_ADS,"Końcówka prądowa fi 1.2 MB-401 MB-501 M8x30 10szt., 23,00 zł","23,00 zł aktualna cena","29,99 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowka-pradowa-fi-1-2-mb-401-mb-501-m8x30-10szt-10034106567,71
36,NO_ADS,"Końcówki dysze prądowe 0,8 MB 501, 1,70 zł","1,70 zł aktualna cena","8,00 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/koncowki-dysze-pradowe-0-8-mb-501-10013325833,71
37,NO_ADS,"Dysza stożkowa MB 15 nr 145.0075, 5,99 zł","5,99 zł aktualna cena","13,98 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/dysza-stozkowa-mb-15-nr-145-0075-9986148222,71
38,NO_ADS,"MIGOMAT części MIG uchwyt MB 25 Końcówka 0,8mm, 21,00 zł","21,00 zł aktualna cena","29,49 zł z dostawą",2 osoby kupiły,https://allegro.pl/oferta/migomat-czesci-mig-uchwyt-mb-25-koncowka-0-8mm-9918656468,71
